arn, redisTsValue, currentSystemTs, passedTime
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-start-job-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577072083, 1601577072091, 8
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577074935, 1601577074944, 9
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577074935, 1601577074946, 11
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577074979, 1601577074990, 11
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577074979, 1601577074992, 13
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577074990, 1601577075016, 26
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577074990, 1601577075018, 28
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577075052, 1601577075119, 67
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577075052, 1601577075122, 70
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577075088, 1601577075123, 35
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577075088, 1601577075124, 36
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577075099, 1601577075124, 25
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577075099, 1601577075124, 25
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577075099, 1601577075124, 25
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577075099, 1601577075124, 25
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577075099, 1601577075124, 25
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577075099, 1601577075124, 25
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577075171, 1601577075562, 391
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577075171, 1601577075569, 398
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577075189, 1601577075569, 380
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577075190, 1601577075570, 380
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577075190, 1601577075570, 380
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577075190, 1601577075570, 380
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577075205, 1601577075570, 365
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577075205, 1601577075570, 365
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577075205, 1601577075570, 365
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577075205, 1601577075570, 365
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577075205, 1601577075570, 365
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577075205, 1601577075570, 365
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577075225, 1601577075570, 345
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577075225, 1601577075570, 345
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577075225, 1601577075570, 345
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577075225, 1601577075570, 345
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577075413, 1601577075570, 157
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577075413, 1601577075571, 158
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577075413, 1601577075571, 158
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577075413, 1601577075571, 158
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577075413, 1601577075571, 158
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577075413, 1601577075571, 158
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577075413, 1601577075571, 158
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577075413, 1601577075571, 158
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577075413, 1601577075571, 158
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577075413, 1601577075571, 158
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577075413, 1601577075571, 158
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577075413, 1601577075571, 158
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577075413, 1601577075571, 158
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577075413, 1601577075571, 158
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577075413, 1601577075571, 158
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577075413, 1601577075571, 158
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577075413, 1601577075571, 158
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577075413, 1601577075571, 158
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577075413, 1601577075571, 158
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577075413, 1601577075571, 158
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577075413, 1601577075571, 158
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577075413, 1601577075571, 158
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577075413, 1601577075571, 158
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577075413, 1601577075571, 158
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577075413, 1601577075571, 158
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577075413, 1601577075571, 158
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577075413, 1601577075571, 158
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577075413, 1601577075571, 158
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577075413, 1601577075571, 158
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577075413, 1601577075571, 158
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577075413, 1601577075571, 158
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577075413, 1601577075571, 158
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577075413, 1601577075571, 158
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577075413, 1601577075571, 158
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577075413, 1601577075571, 158
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577075413, 1601577075571, 158
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577075413, 1601577075571, 158
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577075413, 1601577075571, 158
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577075413, 1601577075571, 158
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577075413, 1601577075571, 158
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577075413, 1601577075571, 158
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577075413, 1601577075571, 158
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577075571, 1601577076519, 948
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577075571, 1601577076520, 949
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577075571, 1601577076523, 952
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577075571, 1601577076523, 952
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577075571, 1601577076523, 952
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577075571, 1601577076523, 952
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577085887, 1601577085901, 14
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577085887, 1601577085904, 17
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577086021, 1601577086039, 18
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577086021, 1601577086040, 19
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577086136, 1601577086155, 19
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577086136, 1601577086157, 21
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577086292, 1601577086310, 18
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577086292, 1601577086312, 20
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577086385, 1601577086409, 24
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577086385, 1601577086410, 25
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577088647, 1601577088667, 20
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577088647, 1601577088668, 21
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577089155, 1601577089175, 20
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577089155, 1601577089177, 22
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577089305, 1601577089326, 21
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577089305, 1601577089328, 23
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577089632, 1601577089655, 23
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577089632, 1601577089657, 25
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577089971, 1601577089993, 22
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577089971, 1601577090003, 32
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577090115, 1601577090138, 23
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#72f0341a-f5bd-4259-9f5f-ace1b0eabbbb, 1601577090115, 1601577090140, 25
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-start-job-with-redis#38a37c1f-bc72-4d95-92b7-52a0f334efc8, 1601577739742, 1601577739748, 6
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-start-job-with-redis#38a37c1f-bc72-4d95-92b7-52a0f334efc8, 1601577739742, 1601577739749, 7
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-start-job-with-redis#38a37c1f-bc72-4d95-92b7-52a0f334efc8, 1601577739742, 1601577739751, 9
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#38a37c1f-bc72-4d95-92b7-52a0f334efc8, 1601577742609, 1601577742618, 9
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#38a37c1f-bc72-4d95-92b7-52a0f334efc8, 1601577742609, 1601577742619, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#38a37c1f-bc72-4d95-92b7-52a0f334efc8, 1601577742609, 1601577742621, 12
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#38a37c1f-bc72-4d95-92b7-52a0f334efc8, 1601577742810, 1601577742826, 16
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#38a37c1f-bc72-4d95-92b7-52a0f334efc8, 1601577742810, 1601577742828, 18
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#38a37c1f-bc72-4d95-92b7-52a0f334efc8, 1601577742810, 1601577742829, 19
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#38a37c1f-bc72-4d95-92b7-52a0f334efc8, 1601577742871, 1601577742880, 9
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#38a37c1f-bc72-4d95-92b7-52a0f334efc8, 1601577742871, 1601577742882, 11
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#38a37c1f-bc72-4d95-92b7-52a0f334efc8, 1601577742871, 1601577742883, 12
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#38a37c1f-bc72-4d95-92b7-52a0f334efc8, 1601577742903, 1601577742911, 8
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#38a37c1f-bc72-4d95-92b7-52a0f334efc8, 1601577742903, 1601577742912, 9
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#38a37c1f-bc72-4d95-92b7-52a0f334efc8, 1601577742903, 1601577742914, 11
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#38a37c1f-bc72-4d95-92b7-52a0f334efc8, 1601577742936, 1601577742954, 18
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#38a37c1f-bc72-4d95-92b7-52a0f334efc8, 1601577742936, 1601577742955, 19
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#38a37c1f-bc72-4d95-92b7-52a0f334efc8, 1601577742936, 1601577742957, 21
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#38a37c1f-bc72-4d95-92b7-52a0f334efc8, 1601577753708, 1601577753715, 7
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#38a37c1f-bc72-4d95-92b7-52a0f334efc8, 1601577753708, 1601577753717, 9
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#38a37c1f-bc72-4d95-92b7-52a0f334efc8, 1601577753708, 1601577753719, 11
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#38a37c1f-bc72-4d95-92b7-52a0f334efc8, 1601577753803, 1601577753812, 9
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#38a37c1f-bc72-4d95-92b7-52a0f334efc8, 1601577753803, 1601577753813, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#38a37c1f-bc72-4d95-92b7-52a0f334efc8, 1601577753803, 1601577753815, 12
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#38a37c1f-bc72-4d95-92b7-52a0f334efc8, 1601577754136, 1601577754146, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#38a37c1f-bc72-4d95-92b7-52a0f334efc8, 1601577754136, 1601577754148, 12
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#38a37c1f-bc72-4d95-92b7-52a0f334efc8, 1601577754136, 1601577754149, 13
