arn, redisTsValue, currentSystemTs, passedTime, parallelLambdas
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#1f36e078-da5c-49ab-a429-f0c699961809, 1601578194300, 1601578194325, 25, 5
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#1f36e078-da5c-49ab-a429-f0c699961809, 1601578194300, 1601578194325, 25, 5
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#1f36e078-da5c-49ab-a429-f0c699961809, 1601578198169, 1601578198180, 11, 5
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#1f36e078-da5c-49ab-a429-f0c699961809, 1601578198169, 1601578198181, 12, 5
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#1f36e078-da5c-49ab-a429-f0c699961809, 1601578198169, 1601578198184, 15, 5
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#1f36e078-da5c-49ab-a429-f0c699961809, 1601578198169, 1601578198184, 15, 5
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#1f36e078-da5c-49ab-a429-f0c699961809, 1601578198169, 1601578198184, 15, 5
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#1f36e078-da5c-49ab-a429-f0c699961809, 1601578198169, 1601578198184, 15, 5
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-start-job-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578447259, 1601578447268, 9, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-start-job-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578447259, 1601578447275, 16, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-start-job-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578447259, 1601578447276, 17, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-start-job-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578447259, 1601578447276, 17, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-start-job-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578447259, 1601578447276, 17, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-start-job-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578447259, 1601578447276, 17, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-start-job-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578447259, 1601578447276, 17, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578450198, 1601578450214, 16, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578450198, 1601578450219, 21, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578450198, 1601578450219, 21, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578450198, 1601578450219, 21, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578450198, 1601578450219, 21, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578450198, 1601578450219, 21, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578450198, 1601578450219, 21, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578450418, 1601578450495, 77, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578450418, 1601578450497, 79, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578450418, 1601578450498, 80, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578450418, 1601578450498, 80, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578450418, 1601578450498, 80, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578450418, 1601578450498, 80, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578450418, 1601578450498, 80, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578450418, 1601578450498, 80, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578450418, 1601578450498, 80, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578450418, 1601578450498, 80, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578450418, 1601578450498, 80, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578450418, 1601578450498, 80, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578450418, 1601578450498, 80, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578450418, 1601578450498, 80, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578450442, 1601578450498, 56, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578450442, 1601578450498, 56, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578450442, 1601578450498, 56, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578450442, 1601578450498, 56, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578450442, 1601578450498, 56, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578450442, 1601578450498, 56, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578450442, 1601578450498, 56, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578450442, 1601578450499, 57, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578450442, 1601578450499, 57, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578450442, 1601578450499, 57, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578450442, 1601578450499, 57, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578450442, 1601578450499, 57, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578450442, 1601578450499, 57, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578450442, 1601578450499, 57, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578450475, 1601578450499, 24, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578450475, 1601578450499, 24, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578450475, 1601578450499, 24, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578450475, 1601578450499, 24, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578450475, 1601578450499, 24, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578450475, 1601578450499, 24, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578450475, 1601578450499, 24, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578450475, 1601578450575, 100, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578450475, 1601578450577, 102, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578450475, 1601578450578, 103, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578450475, 1601578450579, 104, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578450475, 1601578450579, 104, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578450475, 1601578450579, 104, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578450475, 1601578450579, 104, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578450475, 1601578450579, 104, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578450475, 1601578450579, 104, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578450475, 1601578450579, 104, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578450522, 1601578450579, 57, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578450522, 1601578450579, 57, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578450522, 1601578450579, 57, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578450522, 1601578450579, 57, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578450522, 1601578450579, 57, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578450522, 1601578450579, 57, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578450522, 1601578450579, 57, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578450522, 1601578450579, 57, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578450522, 1601578450579, 57, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578450522, 1601578450581, 59, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578450522, 1601578450581, 59, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578450570, 1601578450630, 60, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578450570, 1601578450631, 61, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578450570, 1601578450633, 63, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578450570, 1601578450634, 64, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578450570, 1601578450634, 64, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578450570, 1601578450634, 64, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-preprocess-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578450570, 1601578450634, 64, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578461393, 1601578461404, 11, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578461393, 1601578461406, 13, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578461393, 1601578461407, 14, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578461393, 1601578461407, 14, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578461393, 1601578461407, 14, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578461393, 1601578461407, 14, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578461393, 1601578461407, 14, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578461480, 1601578461511, 31, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578461480, 1601578461513, 33, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578461480, 1601578461514, 34, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578461480, 1601578461515, 35, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578461480, 1601578461515, 35, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578461480, 1601578461515, 35, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578461480, 1601578461515, 35, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578461480, 1601578461515, 35, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578461480, 1601578461515, 35, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578461480, 1601578461515, 35, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578461480, 1601578461515, 35, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578461480, 1601578461515, 35, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578461480, 1601578461515, 35, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578461480, 1601578461515, 35, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578461653, 1601578461680, 27, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578461653, 1601578461682, 29, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578461653, 1601578461683, 30, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578461653, 1601578461684, 31, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578461653, 1601578461684, 31, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578461653, 1601578461684, 31, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578461653, 1601578461684, 31, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578461653, 1601578461684, 31, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578461653, 1601578461684, 31, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578461653, 1601578461684, 31, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578461653, 1601578461684, 31, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578461653, 1601578461684, 31, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578461653, 1601578461684, 31, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578461653, 1601578461684, 31, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578464609, 1601578464625, 16, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578464609, 1601578464628, 19, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578464609, 1601578464629, 20, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578464609, 1601578464629, 20, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578464609, 1601578464629, 20, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578464609, 1601578464629, 20, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578464609, 1601578464629, 20, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578465305, 1601578465325, 20, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578465305, 1601578465326, 21, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578465305, 1601578465327, 22, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578465305, 1601578465328, 23, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578465305, 1601578465328, 23, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578465305, 1601578465328, 23, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-calculate-with-redis#e83e6bb7-ae00-465b-bed9-c6a69105bef0, 1601578465305, 1601578465329, 24, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-start-job-with-redis#20e12d5f-e618-4c23-b92b-6bdee35ff0e1, 1601578556831, 1601578556851, 20, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-start-job-with-redis#20e12d5f-e618-4c23-b92b-6bdee35ff0e1, 1601578556831, 1601578556852, 21, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-start-job-with-redis#20e12d5f-e618-4c23-b92b-6bdee35ff0e1, 1601578556831, 1601578556854, 23, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-start-job-with-redis#20e12d5f-e618-4c23-b92b-6bdee35ff0e1, 1601578556831, 1601578556855, 24, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-start-job-with-redis#20e12d5f-e618-4c23-b92b-6bdee35ff0e1, 1601578556831, 1601578556855, 24, 10
evaluation_arn:aws:lambda:eu-central-1:646012695651:function:gsd-index-calculator-dev-start-job-with-redis#20e12d5f-e618-4c23-b92b-6bdee35ff0e1, 1601578556831, 1601578556855, 24, 10
