FunctionArn,Timestamp,RequestID,LogStream,DurationInMS,BilledDurationInMS,MemorySetInMB,MemoryUsedInMB,jobId
646012695651:/aws/lambda/gsd-index-calculator-dev-calculate-with-redis,2020-10-02 17:46:56.799,5a343477-8b07-55be-ad6e-6386e2a54cc9,2020/10/02/[$LATEST]e495fae49aee46109f86dd95cbbf9748,28360.98,28400,1024,242,3fbdfc9b-2ea1-43b3-bd40-965ddbcee1ef
646012695651:/aws/lambda/gsd-index-calculator-dev-calculate-with-redis,2020-10-02 17:46:29.577,f669404c-5ea8-5680-b06f-17bd372bd12c,2020/10/02/[$LATEST]c63ab72479d5475081abe774f0fef1c7,30342.74,30400,1024,218,3fbdfc9b-2ea1-43b3-bd40-965ddbcee1ef
646012695651:/aws/lambda/gsd-index-calculator-dev-calculate-with-redis,2020-10-02 17:46:29.248,bf42e9be-570d-52b6-a442-be4f3e9ca006,2020/10/02/[$LATEST]c30874df029145bfa446a60502aa82cc,30020.59,30100,1024,216,3fbdfc9b-2ea1-43b3-bd40-965ddbcee1ef
646012695651:/aws/lambda/gsd-index-calculator-dev-calculate-with-redis,2020-10-02 17:46:28.703,e6779f78-58ed-5df5-8296-c8893160769a,2020/10/02/[$LATEST]a4dae60f512546f0b4a2b7638f9c9924,29397.91,29400,1024,225,3fbdfc9b-2ea1-43b3-bd40-965ddbcee1ef
646012695651:/aws/lambda/gsd-index-calculator-dev-calculate-with-redis,2020-10-02 17:46:27.963,75d288a7-eb86-50e9-8dfc-df56820bf99e,2020/10/02/[$LATEST]e495fae49aee46109f86dd95cbbf9748,28846,28900,1024,225,3fbdfc9b-2ea1-43b3-bd40-965ddbcee1ef
646012695651:/aws/lambda/gsd-index-calculator-dev-preprocess-with-redis,2020-10-02 17:45:58.401,0cfcccb7-5006-4505-ae40-25328b68f297,2020/10/02/[$LATEST]7ee85517d2114b0a8a986d8a4dd943c4,3546.76,3600,1024,328,3fbdfc9b-2ea1-43b3-bd40-965ddbcee1ef
646012695651:/aws/lambda/gsd-index-calculator-dev-preprocess-with-redis,2020-10-02 17:45:58.393,b9065d71-f691-4e69-aef2-c6e8fa16c326,2020/10/02/[$LATEST]63fe4617cdf6441f9bb5ae6578751746,3527.07,3600,1024,294,3fbdfc9b-2ea1-43b3-bd40-965ddbcee1ef
646012695651:/aws/lambda/gsd-index-calculator-dev-preprocess-with-redis,2020-10-02 17:45:58.393,60509ce2-06f2-4ea6-b5ff-e2f53d743f3f,2020/10/02/[$LATEST]33b935513f8a4fa5a4317371082531e3,3517.71,3600,1024,319,3fbdfc9b-2ea1-43b3-bd40-965ddbcee1ef
646012695651:/aws/lambda/gsd-index-calculator-dev-preprocess-with-redis,2020-10-02 17:45:58.332,74c78bd9-9507-46b9-87ef-c6c8309c4787,2020/10/02/[$LATEST]1079796f42ac487baa37e2c7ea537933,3502.9,3600,1024,330,3fbdfc9b-2ea1-43b3-bd40-965ddbcee1ef
646012695651:/aws/lambda/gsd-index-calculator-dev-preprocess-with-redis,2020-10-02 17:45:58.262,cc90d58c-c11e-466d-aa43-f2f76c561ac9,2020/10/02/[$LATEST]063dd18075a046458026d10e225ffee2,3435.31,3500,1024,325,3fbdfc9b-2ea1-43b3-bd40-965ddbcee1ef
646012695651:/aws/lambda/gsd-index-calculator-dev-start-job-with-redis,2020-10-02 17:45:54.032,23fa566d-374f-4017-b0f2-7c814a3eeeb5,2020/10/02/[$LATEST]6edaae9e616e4074acfa3db9aaf0c65c,238.22,300,1024,94,3fbdfc9b-2ea1-43b3-bd40-965ddbcee1ef
646012695651:/aws/lambda/gsd-index-calculator-dev-calculate-with-redis,2020-10-02 17:52:17.288,d8c69eea-a2ec-5d93-8430-c91bc80bd1f9,2020/10/02/[$LATEST]a58908f23d904b7a9208ca90731bb4cd,29495.55,29500,1024,215,1c35a67c-ab66-43f0-b252-2aad6c913d8c
646012695651:/aws/lambda/gsd-index-calculator-dev-calculate-with-redis,2020-10-02 17:52:16.756,67ae1127-ad01-5343-b2b1-46d6c7e876ec,2020/10/02/[$LATEST]c63ab72479d5475081abe774f0fef1c7,29931.94,30000,1024,238,1c35a67c-ab66-43f0-b252-2aad6c913d8c
646012695651:/aws/lambda/gsd-index-calculator-dev-calculate-with-redis,2020-10-02 17:52:16.569,4efc703f-c09d-5a8a-b1fa-27ceaa7dea93,2020/10/02/[$LATEST]c30874df029145bfa446a60502aa82cc,29722.69,29800,1024,235,1c35a67c-ab66-43f0-b252-2aad6c913d8c
646012695651:/aws/lambda/gsd-index-calculator-dev-calculate-with-redis,2020-10-02 17:52:15.997,33a7ffb7-dbb4-5399-80b9-a846b16bebc2,2020/10/02/[$LATEST]a4dae60f512546f0b4a2b7638f9c9924,29110.3,29200,1024,245,1c35a67c-ab66-43f0-b252-2aad6c913d8c
646012695651:/aws/lambda/gsd-index-calculator-dev-calculate-with-redis,2020-10-02 17:52:15.406,b4fe6fb8-0478-5da0-a118-38496e99d476,2020/10/02/[$LATEST]e495fae49aee46109f86dd95cbbf9748,28606.46,28700,1024,242,1c35a67c-ab66-43f0-b252-2aad6c913d8c
646012695651:/aws/lambda/gsd-index-calculator-dev-preprocess-with-redis,2020-10-02 17:51:46.950,a8107665-8e05-49ae-b565-52f201ad32bc,2020/10/02/[$LATEST]63fe4617cdf6441f9bb5ae6578751746,2878.19,2900,1024,321,1c35a67c-ab66-43f0-b252-2aad6c913d8c
646012695651:/aws/lambda/gsd-index-calculator-dev-preprocess-with-redis,2020-10-02 17:51:46.857,ac7c2c33-6cbe-43aa-b831-617c03caba05,2020/10/02/[$LATEST]33b935513f8a4fa5a4317371082531e3,2783.38,2800,1024,344,1c35a67c-ab66-43f0-b252-2aad6c913d8c
646012695651:/aws/lambda/gsd-index-calculator-dev-preprocess-with-redis,2020-10-02 17:51:46.815,26516291-8483-4c65-92ca-8eb3d30b5b2a,2020/10/02/[$LATEST]7ee85517d2114b0a8a986d8a4dd943c4,2748.59,2800,1024,328,1c35a67c-ab66-43f0-b252-2aad6c913d8c
646012695651:/aws/lambda/gsd-index-calculator-dev-preprocess-with-redis,2020-10-02 17:51:46.799,2215644c-94f5-423c-a244-aa57a1f5d1b6,2020/10/02/[$LATEST]1079796f42ac487baa37e2c7ea537933,2724.83,2800,1024,354,1c35a67c-ab66-43f0-b252-2aad6c913d8c
646012695651:/aws/lambda/gsd-index-calculator-dev-preprocess-with-redis,2020-10-02 17:51:46.754,6d67c45b-3bcd-4dc0-b897-dac4a33886fe,2020/10/02/[$LATEST]063dd18075a046458026d10e225ffee2,2678.94,2700,1024,325,1c35a67c-ab66-43f0-b252-2aad6c913d8c
646012695651:/aws/lambda/gsd-index-calculator-dev-start-job-with-redis,2020-10-02 17:51:44.036,53b609e6-6fba-4547-b808-9f68f47e19d8,2020/10/02/[$LATEST]6edaae9e616e4074acfa3db9aaf0c65c,129.21,200,1024,104,1c35a67c-ab66-43f0-b252-2aad6c913d8c
646012695651:/aws/lambda/gsd-index-calculator-dev-calculate-with-redis,2020-10-02 17:58:37.278,7f1ef2ec-8bf6-594d-9150-a51de79bf99a,2020/10/02/[$LATEST]c30874df029145bfa446a60502aa82cc,29474.44,29500,1024,236,e20a1b0d-0f04-4a95-a11e-76c5818ec022
646012695651:/aws/lambda/gsd-index-calculator-dev-calculate-with-redis,2020-10-02 17:58:36.878,7aaa00c9-d365-5edb-a43a-5738bf081f16,2020/10/02/[$LATEST]a4dae60f512546f0b4a2b7638f9c9924,28987.75,29000,1024,245,e20a1b0d-0f04-4a95-a11e-76c5818ec022
646012695651:/aws/lambda/gsd-index-calculator-dev-calculate-with-redis,2020-10-02 17:58:36.583,ef7a9868-38b2-5d83-885c-cf9954efbbac,2020/10/02/[$LATEST]e495fae49aee46109f86dd95cbbf9748,28634.78,28700,1024,243,e20a1b0d-0f04-4a95-a11e-76c5818ec022
646012695651:/aws/lambda/gsd-index-calculator-dev-calculate-with-redis,2020-10-02 17:58:36.064,cce35c89-1cd5-5ff3-a56c-0b7870890efd,2020/10/02/[$LATEST]c63ab72479d5475081abe774f0fef1c7,30047.32,30100,1024,238,e20a1b0d-0f04-4a95-a11e-76c5818ec022
646012695651:/aws/lambda/gsd-index-calculator-dev-calculate-with-redis,2020-10-02 17:58:35.362,63bae42c-bcae-5aac-9af3-b3ddd0f456b8,2020/10/02/[$LATEST]a58908f23d904b7a9208ca90731bb4cd,29402.1,29500,1024,235,e20a1b0d-0f04-4a95-a11e-76c5818ec022
646012695651:/aws/lambda/gsd-index-calculator-dev-preprocess-with-redis,2020-10-02 17:58:07.897,e9b330d0-60b6-47c1-b4c1-171459458457,2020/10/02/[$LATEST]b34279feeb014fc3946ea1c3616348a2,3517.67,3600,1024,327,e20a1b0d-0f04-4a95-a11e-76c5818ec022
646012695651:/aws/lambda/gsd-index-calculator-dev-preprocess-with-redis,2020-10-02 17:58:07.855,0f44f1a2-7acb-4a06-a8b3-ce52ea43e0d9,2020/10/02/[$LATEST]f93070e5e40647acb30ad56ff0d5e392,3394.63,3400,1024,315,e20a1b0d-0f04-4a95-a11e-76c5818ec022
646012695651:/aws/lambda/gsd-index-calculator-dev-preprocess-with-redis,2020-10-02 17:58:07.777,232ac1d0-d153-45c3-966c-7e15f9151bb7,2020/10/02/[$LATEST]776221a21bc448d8b88ed068a895a267,3329.41,3400,1024,333,e20a1b0d-0f04-4a95-a11e-76c5818ec022
646012695651:/aws/lambda/gsd-index-calculator-dev-preprocess-with-redis,2020-10-02 17:58:06.054,db24c2e1-ca5e-4eb5-9cc2-bfc3dfc73b31,2020/10/02/[$LATEST]33b935513f8a4fa5a4317371082531e3,2565.87,2600,1024,344,e20a1b0d-0f04-4a95-a11e-76c5818ec022
646012695651:/aws/lambda/gsd-index-calculator-dev-preprocess-with-redis,2020-10-02 17:58:05.927,2a8cf739-6f4e-42e6-9c32-0e58303ad023,2020/10/02/[$LATEST]63fe4617cdf6441f9bb5ae6578751746,2442.28,2500,1024,332,e20a1b0d-0f04-4a95-a11e-76c5818ec022
646012695651:/aws/lambda/gsd-index-calculator-dev-start-job-with-redis,2020-10-02 17:58:03.462,afcb1d11-1784-4b30-80d7-52c1136ad5f6,2020/10/02/[$LATEST]6edaae9e616e4074acfa3db9aaf0c65c,96.33,100,1024,104,e20a1b0d-0f04-4a95-a11e-76c5818ec022
646012695651:/aws/lambda/gsd-index-calculator-dev-calculate-with-redis,2020-10-02 18:06:43.943,02f3464b-8b59-5e8f-bf0a-11bae50f5d99,2020/10/02/[$LATEST]2304edfbe70d4a0e99c9cfc1f415ef70,29532.82,29600,1024,240,c3543669-d7c0-4b4a-9853-487ef4bfaedd
646012695651:/aws/lambda/gsd-index-calculator-dev-calculate-with-redis,2020-10-02 18:06:40.129,5034e1a0-fb79-5f07-9427-b6519528fc11,2020/10/02/[$LATEST]fef8c36d842f4a688c8f0197549799bd,28563.42,28600,1024,240,c3543669-d7c0-4b4a-9853-487ef4bfaedd
646012695651:/aws/lambda/gsd-index-calculator-dev-calculate-with-redis,2020-10-02 18:06:40.018,43512021-bd47-5df9-a40e-77d0d30a8bd6,2020/10/02/[$LATEST]52b77d1803ae4d97b1a3c99dc44aa143,28459.92,28500,1024,249,c3543669-d7c0-4b4a-9853-487ef4bfaedd
646012695651:/aws/lambda/gsd-index-calculator-dev-calculate-with-redis,2020-10-02 18:06:15.765,7e0efbc9-9e4b-5917-b9c5-ac38f073073f,2020/10/02/[$LATEST]3eda1ac53eb64f8780841674d09216c5,30168.69,30200,1024,216,c3543669-d7c0-4b4a-9853-487ef4bfaedd
646012695651:/aws/lambda/gsd-index-calculator-dev-calculate-with-redis,2020-10-02 18:06:15.484,3daa3758-89e7-50a9-8e37-60a9e7df8686,2020/10/02/[$LATEST]eed2d80458ec477587efc50072102491,30288.27,30300,1024,217,c3543669-d7c0-4b4a-9853-487ef4bfaedd
646012695651:/aws/lambda/gsd-index-calculator-dev-calculate-with-redis,2020-10-02 18:06:12.707,662055e9-cf1e-5bd9-bffb-0218a139d8cf,2020/10/02/[$LATEST]2304edfbe70d4a0e99c9cfc1f415ef70,30325.39,30400,1024,220,c3543669-d7c0-4b4a-9853-487ef4bfaedd
646012695651:/aws/lambda/gsd-index-calculator-dev-calculate-with-redis,2020-10-02 18:06:11.985,7553deab-5d4a-556a-9deb-895a3360247b,2020/10/02/[$LATEST]926beb2dee2f49678144f4b26fd3be56,29747,29800,1024,216,c3543669-d7c0-4b4a-9853-487ef4bfaedd
646012695651:/aws/lambda/gsd-index-calculator-dev-calculate-with-redis,2020-10-02 18:06:11.579,a3899792-6de8-58f5-9d2c-c06303ce76dd,2020/10/02/[$LATEST]e2fa57026279452d85967a47a75d1712,29256.57,29300,1024,226,c3543669-d7c0-4b4a-9853-487ef4bfaedd
646012695651:/aws/lambda/gsd-index-calculator-dev-calculate-with-redis,2020-10-02 18:06:11.485,9153d087-5bb5-513e-86d5-877635931494,2020/10/02/[$LATEST]52b77d1803ae4d97b1a3c99dc44aa143,29309.63,29400,1024,231,c3543669-d7c0-4b4a-9853-487ef4bfaedd
646012695651:/aws/lambda/gsd-index-calculator-dev-calculate-with-redis,2020-10-02 18:06:11.463,916142bc-242b-5f33-bd98-154d4a0de91c,2020/10/02/[$LATEST]fef8c36d842f4a688c8f0197549799bd,29130.47,29200,1024,221,c3543669-d7c0-4b4a-9853-487ef4bfaedd
646012695651:/aws/lambda/gsd-index-calculator-dev-preprocess-with-redis,2020-10-02 18:05:41.704,ea492945-079c-4306-b060-8e44dcb2d91b,2020/10/02/[$LATEST]25a69f6f160c4c4780cc42952163e553,3581.68,3600,1024,298,c3543669-d7c0-4b4a-9853-487ef4bfaedd
646012695651:/aws/lambda/gsd-index-calculator-dev-preprocess-with-redis,2020-10-02 18:05:41.636,0c7260a8-3721-4fe7-bee0-c1fea01497ad,2020/10/02/[$LATEST]8c797fa34b53444e8987ff2adc268067,3535.69,3600,1024,335,c3543669-d7c0-4b4a-9853-487ef4bfaedd
646012695651:/aws/lambda/gsd-index-calculator-dev-preprocess-with-redis,2020-10-02 18:05:41.605,88b1d039-edc7-4b04-a4c6-74c4ca21bd41,2020/10/02/[$LATEST]b5aa73c9caec422ab258a80370996283,3510.48,3600,1024,317,c3543669-d7c0-4b4a-9853-487ef4bfaedd
646012695651:/aws/lambda/gsd-index-calculator-dev-preprocess-with-redis,2020-10-02 18:05:41.560,e434e2d2-a066-4732-a4ea-b4dd7619cf34,2020/10/02/[$LATEST]2de833fe8076407da74c68beef7c3cbb,3455.91,3500,1024,316,c3543669-d7c0-4b4a-9853-487ef4bfaedd
646012695651:/aws/lambda/gsd-index-calculator-dev-preprocess-with-redis,2020-10-02 18:05:41.540,5614a225-ab33-4fd7-864a-d9d28a4639d2,2020/10/02/[$LATEST]b83f51bde5fa4c08984ca1ab9e2facee,3484.29,3500,1024,324,c3543669-d7c0-4b4a-9853-487ef4bfaedd
646012695651:/aws/lambda/gsd-index-calculator-dev-preprocess-with-redis,2020-10-02 18:05:41.535,d4ee590a-1f23-40ff-9e5b-b29240b82b7d,2020/10/02/[$LATEST]db555375fafa4c258ed5ece48c0273bc,3290.62,3300,1024,326,c3543669-d7c0-4b4a-9853-487ef4bfaedd
646012695651:/aws/lambda/gsd-index-calculator-dev-preprocess-with-redis,2020-10-02 18:05:41.488,a7e9e0fd-6819-4f73-bfce-b4169badc147,2020/10/02/[$LATEST]e19c578676824ee9b7425b17331f24da,3384.28,3400,1024,319,c3543669-d7c0-4b4a-9853-487ef4bfaedd
646012695651:/aws/lambda/gsd-index-calculator-dev-preprocess-with-redis,2020-10-02 18:05:41.440,9dd94e46-bda0-40e5-bcd2-a36e8d7cef61,2020/10/02/[$LATEST]adbae4240c7c47e7aa4bdc6fbf6b96e9,3361.52,3400,1024,323,c3543669-d7c0-4b4a-9853-487ef4bfaedd
646012695651:/aws/lambda/gsd-index-calculator-dev-preprocess-with-redis,2020-10-02 18:05:41.368,65390290-0036-4c54-ba88-42087f3af975,2020/10/02/[$LATEST]bf595ed066cc4cc6a942cdd48bd187fa,3273.59,3300,1024,340,c3543669-d7c0-4b4a-9853-487ef4bfaedd
646012695651:/aws/lambda/gsd-index-calculator-dev-preprocess-with-redis,2020-10-02 18:05:41.347,9744c7ec-ed9a-4019-93a7-282f7fcec4be,2020/10/02/[$LATEST]939b88d22e1646fe91fbeee141258723,3242.33,3300,1024,303,c3543669-d7c0-4b4a-9853-487ef4bfaedd
646012695651:/aws/lambda/gsd-index-calculator-dev-start-job-with-redis,2020-10-02 18:05:37.226,ba3716ac-490d-455d-ae47-fa562f6bfc46,2020/10/02/[$LATEST]515aa684012c414c9af5250cee7a3021,202.73,300,1024,96,c3543669-d7c0-4b4a-9853-487ef4bfaedd
646012695651:/aws/lambda/gsd-index-calculator-dev-calculate-with-redis,2020-10-02 18:14:06.879,1fb28697-fbe8-5d21-8c34-d1668bf82db0,2020/10/02/[$LATEST]14f1c9148a0449fb8ee7b4ef5d6f1285,29952.25,30000,1024,230,1e3dcf4c-184f-4905-ac72-d913c06a0277
646012695651:/aws/lambda/gsd-index-calculator-dev-calculate-with-redis,2020-10-02 18:14:05.488,273833fc-88f9-5575-b593-640df8f675e4,2020/10/02/[$LATEST]79e4c48ada8944d181cc5d3cf69d83f2,29517.79,29600,1024,227,1e3dcf4c-184f-4905-ac72-d913c06a0277
646012695651:/aws/lambda/gsd-index-calculator-dev-calculate-with-redis,2020-10-02 18:14:04.491,277ff7ce-6b91-53b4-9e57-a03f1b9c41c5,2020/10/02/[$LATEST]a485ac93e04749d1b1ed91a3e8b614c1,29626.05,29700,1024,231,1e3dcf4c-184f-4905-ac72-d913c06a0277
646012695651:/aws/lambda/gsd-index-calculator-dev-calculate-with-redis,2020-10-02 18:14:04.036,ed64cd7d-6ef2-5b26-a689-9a8c1efcf957,2020/10/02/[$LATEST]fd5bc08477e847249fa4d7d2014cdb2f,28403.44,28500,1024,227,1e3dcf4c-184f-4905-ac72-d913c06a0277
646012695651:/aws/lambda/gsd-index-calculator-dev-calculate-with-redis,2020-10-02 18:14:03.105,b237e444-a0c6-5262-b133-b3b5cf3ef9b2,2020/10/02/[$LATEST]235d57bc4cbe4ff0a3bc496879d4815b,30086.04,30100,1024,217,1e3dcf4c-184f-4905-ac72-d913c06a0277
646012695651:/aws/lambda/gsd-index-calculator-dev-calculate-with-redis,2020-10-02 18:14:03.053,4f05bd01-2ebe-598d-9742-eaf05ebf98be,2020/10/02/[$LATEST]045f5727ee8540eb8ecd2a03d99b912e,29974.53,30000,1024,212,1e3dcf4c-184f-4905-ac72-d913c06a0277
646012695651:/aws/lambda/gsd-index-calculator-dev-calculate-with-redis,2020-10-02 18:14:01.343,e23cdb12-ea35-5fca-a61a-8ce39a363ff8,2020/10/02/[$LATEST]e5863a389ad346f2841fd4774509f9ea,29469.16,29500,1024,214,1e3dcf4c-184f-4905-ac72-d913c06a0277
646012695651:/aws/lambda/gsd-index-calculator-dev-calculate-with-redis,2020-10-02 18:14:00.950,3d4e3b99-091b-51ef-8f96-6c68791d239e,2020/10/02/[$LATEST]2304edfbe70d4a0e99c9cfc1f415ef70,30179.21,30200,1024,241,1e3dcf4c-184f-4905-ac72-d913c06a0277
646012695651:/aws/lambda/gsd-index-calculator-dev-calculate-with-redis,2020-10-02 18:14:00.157,25c0ff88-6378-5ffc-9921-a8790c8fd1ca,2020/10/02/[$LATEST]e2fa57026279452d85967a47a75d1712,29279.99,29300,1024,242,1e3dcf4c-184f-4905-ac72-d913c06a0277
646012695651:/aws/lambda/gsd-index-calculator-dev-preprocess-with-redis,2020-10-02 18:13:32.442,8154d2b2-dab5-403f-a152-2ae274c93dd0,2020/10/02/[$LATEST]b43d51f8a1f44a46939fae81333eeca7,3583.11,3600,1024,322,1e3dcf4c-184f-4905-ac72-d913c06a0277
646012695651:/aws/lambda/gsd-index-calculator-dev-preprocess-with-redis,2020-10-02 18:13:32.348,3cf3305f-211c-417a-b648-617d4fd75aea,2020/10/02/[$LATEST]847b2f61dff041fe996bfc1778a22515,3467.09,3500,1024,322,1e3dcf4c-184f-4905-ac72-d913c06a0277
646012695651:/aws/lambda/gsd-index-calculator-dev-preprocess-with-redis,2020-10-02 18:13:32.329,583a1b61-fb1c-4627-8ef9-93690adac61d,2020/10/02/[$LATEST]b82e83c4c65c49dabcc5d41a3bc9d7e4,3419.88,3500,1024,324,1e3dcf4c-184f-4905-ac72-d913c06a0277
646012695651:/aws/lambda/gsd-index-calculator-dev-preprocess-with-redis,2020-10-02 18:13:32.287,791e4809-5069-4c17-a571-95d70e106996,2020/10/02/[$LATEST]737a11d2beee4534b6fa6cea26ec608e,3357.07,3400,1024,323,1e3dcf4c-184f-4905-ac72-d913c06a0277
646012695651:/aws/lambda/gsd-index-calculator-dev-preprocess-with-redis,2020-10-02 18:13:32.276,3f745dca-62fb-49b9-adb9-851b0414ff54,2020/10/02/[$LATEST]70c0d05f8a534e8b96570d44b730b2de,3398.9,3400,1024,327,1e3dcf4c-184f-4905-ac72-d913c06a0277
646012695651:/aws/lambda/gsd-index-calculator-dev-preprocess-with-redis,2020-10-02 18:13:32.226,174288ce-1597-45c6-9f50-72dd2a6f9458,2020/10/02/[$LATEST]6d01feb6d9a04cd5b94dd8b745782f0c,3376.79,3400,1024,324,1e3dcf4c-184f-4905-ac72-d913c06a0277
646012695651:/aws/lambda/gsd-index-calculator-dev-preprocess-with-redis,2020-10-02 18:13:32.127,b1d5cf8d-442c-43a9-a8cf-5767868220cf,2020/10/02/[$LATEST]7e87e2acea3740b2996793174d55e9e6,3281.7,3300,1024,332,1e3dcf4c-184f-4905-ac72-d913c06a0277
646012695651:/aws/lambda/gsd-index-calculator-dev-preprocess-with-redis,2020-10-02 18:13:30.877,6b8fc415-e0f7-46c6-aa4a-e072abfbd59d,2020/10/02/[$LATEST]b5aa73c9caec422ab258a80370996283,2891.85,2900,1024,317,1e3dcf4c-184f-4905-ac72-d913c06a0277
646012695651:/aws/lambda/gsd-index-calculator-dev-preprocess-with-redis,2020-10-02 18:13:30.830,dd9cc04b-9e17-4dd1-8a4e-0b72c05a6ff8,2020/10/02/[$LATEST]25a69f6f160c4c4780cc42952163e553,2858.56,2900,1024,343,1e3dcf4c-184f-4905-ac72-d913c06a0277
646012695651:/aws/lambda/gsd-index-calculator-dev-preprocess-with-redis,2020-10-02 18:13:30.820,8480b047-438f-4c56-a97f-f6df89e364a6,2020/10/02/[$LATEST]b83f51bde5fa4c08984ca1ab9e2facee,2832.85,2900,1024,324,1e3dcf4c-184f-4905-ac72-d913c06a0277
646012695651:/aws/lambda/gsd-index-calculator-dev-start-job-with-redis,2020-10-02 18:13:27.951,f36792d5-d693-4f82-bff4-bfebfc37d4a5,2020/10/02/[$LATEST]515aa684012c414c9af5250cee7a3021,147.3,200,1024,107,1e3dcf4c-184f-4905-ac72-d913c06a0277
646012695651:/aws/lambda/gsd-index-calculator-dev-calculate-with-redis,2020-10-02 18:21:06.876,f2019bee-c5bd-5c60-84e0-cc1fb4088f8b,2020/10/02/[$LATEST]e5863a389ad346f2841fd4774509f9ea,29161.52,29200,1024,235,694124af-cc52-4697-9115-f681eb8e8ce8
646012695651:/aws/lambda/gsd-index-calculator-dev-calculate-with-redis,2020-10-02 18:20:38.148,2d864967-99d4-599e-93b9-1e96e843c464,2020/10/02/[$LATEST]2304edfbe70d4a0e99c9cfc1f415ef70,30436.66,30500,1024,243,694124af-cc52-4697-9115-f681eb8e8ce8
646012695651:/aws/lambda/gsd-index-calculator-dev-calculate-with-redis,2020-10-02 18:20:35.138,28e7f88d-1c38-5e46-aa27-af7c6dade1c8,2020/10/02/[$LATEST]e5863a389ad346f2841fd4774509f9ea,29693.07,29700,1024,233,694124af-cc52-4697-9115-f681eb8e8ce8
646012695651:/aws/lambda/gsd-index-calculator-dev-calculate-with-redis,2020-10-02 18:20:34.710,ad007597-3b66-56c1-b104-22664af2f94f,2020/10/02/[$LATEST]045f5727ee8540eb8ecd2a03d99b912e,29672.85,29700,1024,233,694124af-cc52-4697-9115-f681eb8e8ce8
646012695651:/aws/lambda/gsd-index-calculator-dev-calculate-with-redis,2020-10-02 18:20:34.452,31d54587-d965-5497-9f73-1276a8f4496d,2020/10/02/[$LATEST]235d57bc4cbe4ff0a3bc496879d4815b,29907.61,30000,1024,234,694124af-cc52-4697-9115-f681eb8e8ce8
646012695651:/aws/lambda/gsd-index-calculator-dev-calculate-with-redis,2020-10-02 18:20:33.890,1613fc2e-860a-5d1e-8fd5-abdff78303f1,2020/10/02/[$LATEST]fd5bc08477e847249fa4d7d2014cdb2f,29483.76,29500,1024,242,694124af-cc52-4697-9115-f681eb8e8ce8
646012695651:/aws/lambda/gsd-index-calculator-dev-calculate-with-redis,2020-10-02 18:20:33.425,e96dcbb8-103e-57b7-8ce2-9c4961bb7f25,2020/10/02/[$LATEST]14f1c9148a0449fb8ee7b4ef5d6f1285,30174.7,30200,1024,230,694124af-cc52-4697-9115-f681eb8e8ce8
646012695651:/aws/lambda/gsd-index-calculator-dev-calculate-with-redis,2020-10-02 18:20:32.976,64858ae0-e702-53a5-b554-dd119693ea76,2020/10/02/[$LATEST]79e4c48ada8944d181cc5d3cf69d83f2,29595.25,29600,1024,244,694124af-cc52-4697-9115-f681eb8e8ce8
646012695651:/aws/lambda/gsd-index-calculator-dev-calculate-with-redis,2020-10-02 18:20:32.758,4a3bc509-cb19-57d5-bca9-92f8ba92c85b,2020/10/02/[$LATEST]a485ac93e04749d1b1ed91a3e8b614c1,29264.74,29300,1024,237,694124af-cc52-4697-9115-f681eb8e8ce8
646012695651:/aws/lambda/gsd-index-calculator-dev-preprocess-with-redis,2020-10-02 18:20:04.760,139805f6-74bf-4ee1-ad07-909ee252920a,2020/10/02/[$LATEST]d47eddd4e65c46ccaf666fbae336639d,3508.8,3600,1024,324,694124af-cc52-4697-9115-f681eb8e8ce8
646012695651:/aws/lambda/gsd-index-calculator-dev-preprocess-with-redis,2020-10-02 18:20:04.759,3693fffe-a377-4cb1-b3e8-cd256ec25880,2020/10/02/[$LATEST]d11002474a784b2593cac9d27a2f92ba,3556.04,3600,1024,317,694124af-cc52-4697-9115-f681eb8e8ce8
646012695651:/aws/lambda/gsd-index-calculator-dev-preprocess-with-redis,2020-10-02 18:20:04.643,8c342a2b-9224-4928-b0de-df9a9716639c,2020/10/02/[$LATEST]dc6c7e4cb128412fa29cc022f6f1a3e2,3394.83,3400,1024,312,694124af-cc52-4697-9115-f681eb8e8ce8
646012695651:/aws/lambda/gsd-index-calculator-dev-preprocess-with-redis,2020-10-02 18:20:04.591,a4e65dd7-4c59-450e-a629-2a1bd0d28053,2020/10/02/[$LATEST]d418af2c2e884c1f8b65fd8f0bcf29fb,3378.55,3400,1024,334,694124af-cc52-4697-9115-f681eb8e8ce8
646012695651:/aws/lambda/gsd-index-calculator-dev-preprocess-with-redis,2020-10-02 18:20:04.568,50cb6662-9bc1-4be0-97be-ec4cf2a68b6d,2020/10/02/[$LATEST]85a892acbf784f65a0443257b3e84ea0,3327.72,3400,1024,323,694124af-cc52-4697-9115-f681eb8e8ce8
646012695651:/aws/lambda/gsd-index-calculator-dev-preprocess-with-redis,2020-10-02 18:20:04.516,b5881504-4ab8-4358-83b0-93136faecfd2,2020/10/02/[$LATEST]c035060a05f74ad8b1aaf8ff48525690,3302.53,3400,1024,319,694124af-cc52-4697-9115-f681eb8e8ce8
646012695651:/aws/lambda/gsd-index-calculator-dev-preprocess-with-redis,2020-10-02 18:20:04.370,ccb5727a-de3d-4c59-b0d3-35d991cb5ab4,2020/10/02/[$LATEST]5a88b967ceb74e85bb2b692b2a1769f2,3312.92,3400,1024,320,694124af-cc52-4697-9115-f681eb8e8ce8
